num,word,freq
59632725,närheten,9
6713526,rubiner,9
676615,puppan,9
52235228,nedindex,9
145276814,blodtryck,9
624172612,relaterad,9
2244162616,deklarerar,9
62717,retas,9
52277331522,nedstigande,9
261773747,drastiskt,9
296245551,förekomma,9
617713261625,passageraren,9
65437377277,polishusets,9
5296952612,oförändrad,9
65515737261522,romantiserande,9
2212576143726353,decentralisering,9
616656726177,rapporterats,9
6434774842337,pliktskyldigt,9
62324,regel,9
7624,spel,9
265662,droppe,9
225257,demens,9
154742834,bolsjevik,9
763445,spillo,9
677,rus,9
75977,smått,9
65617,ropat,9
657729674577,postförskott,9
269716,dråsar,9
665773777355,prostitution,9
7556,snor,9
627767126225353257,resursberedningens,9
626161796,reparatör,9
63633,pipig,9
271124675,dubbelrum,9
7431417,slickat,9
251257,docent,9
665424727,projektet,9
1628,brev,9
148267762551,blyertspenna,9
7477455525716,slutkommentar,9
5126945122,oberäknade,9
69437433,pålitlig,9
2711426353,dubblering,9
156273965,bordshörn,9
15413,bolag,9
66571,prosa,9
22771,detta,9
225,den,9
75672617,sorteras,9
149726,blåser,9
762341227,speglades,9
6657277,protest,9
1654331,brokiga,9
743777164,slitstark,9
1451426122,blockerade,9
162,bre,9
766182417415,sprayflaskan,9
67226,puder,9
645141,plocka,9
163771,brista,9
65431845553772651,policykommittéerna,9
155125,bomben,9
2757726,dunster,9
62494,rejäl,9
1477,blus,9
7624714427,spektaklet,9
66171,prata,9
665127748143727,processkvalitet,9
7592476,smådjur,9
635,rim,9
663537387,primitivt,9
15438441,bokhylla,9
747761225,slutraden,9
23776347,distrikt,9
7477122,slutade,9
634162,rikare,9
63531522,ringande,9
641771562,plastbord,9
696426567,pärleport,9
234726,dikter,9
2377157752268375353,distansundervisning,9
522157792522,nedanstående,9
763716,spisar,9
27265,etern,9
5222574337,offentligt,9
25573552447,emotionellt,9
2245617355,dekoration,9
248376,elvisp,9
6542,rolf,9
65437132225,polischefen,9
27554533,etnologi,9
5143317563741,obligatoriska,9
52226771,nedersta,9
62776577,restpost,9
455525726177,kommenterats,9
7671826517,squawernas,9
59772,mötte,9
5361554131,ogrannlaga,9
2771,etta,9
241351426,elchocker,9
51776257,naturens,9
2825772447,eventuellt,9
512779521,obestämda,9
517355,nation,9
5177815261651,nattvandrarna,9
5823425,nyfiken,9
2616,drar,9
29621771522,författande,9
511422425,nackdelen,9
6694733162,präktigare,9
55621263415741,nordafrikanska,9
281472617,evakueras,9
661351734,pragmatik,9
281471,exakta,9
4596672,knäppte,9
52215296,nedanför,9
5173552441,nationella,9
532257323261167,oidentifierbart,9
7731426,sticker,9
65437,polis,9
53961161,ohörbara,9
1455515,blomman,9
517717771651,nattbussarna,9
5177257,nattens,9
517727471562,nattduksbord,9
743536331,slingriga,9
55651738,normativ,9
51277957,obestämt,9
31542,gamle,9
2574347,enskilt,9
77344327,stillhet,9
626755143676625,personalgruppen,9
62416,pekar,9
2754735526,funktioner,9
4498,klöv,9
694725,rälsen,9
292522,döende,9
626655325,perrongen,9
75871,snyta,9
44955353,klänning,9
616426122,parkerade,9
56415835216,orkanvindar,9
55669816,omprövar,9
2844331,fylliga,9
2576,entré,9
5614,oral,9
36157417,granskas,9
62573559626,pensionärer,9
45522372632,komediserie,9
2962779445353257,föreställningens,9
44576752,klotrund,9
275425,dunken,9
526811556,nervbanor,9
5625,oren,9
454122,kokade,9
552962241,omfördela,9
7596715,smärtan,9
522777751,nedsuttna,9
2867,dyrt,9
6173257257,patientens,9
2953741522,fängslande,9
6267552441,personella,9
62455525217355,rekommendation,9
665227776,professur,9
253132616,engagerar,9
23525735526,dimensioner,9
274733,duktig,9
2774122,fuskade,9
4522651,koderna,9
31616,gapar,9
62635225,perioden,9
445725,kloten,9
3152316,handhar,9
416371437525,kapitalismen,9
455627257,kompetent,9
3675227547355,grundfunktion,9
616626,papper,9
275473557273433,funktionsduglig,9
3495772,glänste,9
414412,kallad,9
26216253272651,erfarenheterna,9
325262441,generella,9
31524225353,handledning,9
29675226794535316,förundersökningar,9
454617655,kolpatron,9
4544247387,kollektivt,9
4257176,kentaur,9
77114167,stackars,9
41415,kakan,9
5355224,niondel,9
35793,insåg,9
758271,snyfta,9
58972574331,oväsentliga,9
2853776,dyngsur,9
31574153162,hantlangare,9
315616,hamrar,9
349241,glädja,9
275772651,dunsterna,9
363725,grisen,9
575526,nummer,9
449531522,klängande,9
3327331,giftiga,9
36957254425,gränsfolken,9
325553977,genomgått,9
247625,djuren,9
623377627,registret,9
6754725,punkten,9
74772961,slutföra,9
63571532725,pinsamheten,9
74966727,släpptes,9
5928952331,nödvändiga,9
7635224,spindel,9
7425527,slemmet,9
75963971562,smörgåsbord,9
6974458,påsklov,9
7495315227,slängandes,9
6227126177,reducerats,9
69826416,påverkar,9
62258371,redovisa,9
6355,rinn,9
6225,redo,9
63726,riter,9
5977,nött,9
511415725,obalansen,9
6222626122,refererade,9
6617122,pratade,9
221177354933,debattinlägg,9
277,ett,9
623245,regeln,9
584761,nyktra,9
257157234353,ensamsegling,9
59771,nästa,9
595517,nämnas,9
27715,ettan,9
7711725327,stabsenhet,9
3492415656,glödlampor,9
1415465426122,blankpolerade,9
133162777952162,cigaretttändare,9
7731427,sticket,9
32555392522,genomgående,9
7669531,spränga,9
126537233762651,cernitfigurerna,9
455537742215972651,kommittéledamöterna,9
7712713143572427,stadsbiblioteket,9
3577377735575389,institutionsnivå,9
41124,kabel,9
2222473837261,effektivisera,9
5562,nord,9
5815296,ovanför,9
7491472,släckte,9
75476,solur,9
3676626,grupper,9
575283443325,oundvikligen,9
2967344,därtill,9
449522,klämde,9
548144331,olyckliga,9
62558977162,pennvässare,9
3656,grop,9
7734377374,stilistisk,9
338,giv,9
3255578617,genomsyras,9
771773377563741,statshistoriska,9
36766132226517,gruppchefernas,9
3327,gift,9
365625,gropen,9
32,ge,9
3612127214535325,gradbeteckningen,9
61425,pajen,9
5262,nere,9
75661,soppa,9
334417,gillat,9
44756,klump,9
76635356,springor,9
31524353746127,handlingskraft,9
133676971651,chipspåsarna,9
296126277,förberett,9
32473277772326,heltidsstudier,9
726831212358,servicebehov,9
3492417,glädjas,9
715774538,scoutkniv,9
41441227,kallades,9
294417,följas,9
7623243417,spegelglas,9
55392522,omgående,9
56735141,optimala,9
296,där,9
61612335,paradigm,9
552162,ondare,9
743751,slitna,9
62675514778641,personalstyrka,9
653381522,rogivande,9
57237726,nudister,9
5827713122,nyduschade,9
626755269356,personfrågor,9
557794453316,omställnigar,9
22726227725,efterfesten,9
2272653221316,eftermiddagar,9
611412,packad,9
74771,sluta,9
29249325,dödlägen,9
284417,fyllas,9
41623514372725,kardinaliteten,9
5794331,otåliga,9
286116162,dyrbarare,9
2679777,ersätts,9
41667914,kappsäck,9
617738372617,passiviseras,9
451425,kocken,9
52317381,negativa,9
459749416,knäskålar,9
61772426,pastejer,9
53141,nicka,9
4175474,katolsk,9
61615276374,parametrisk,9
1498371,blåvita,9
61662671757,pappersbunt,9
286177,dyrast,9
74366633,slipprig,9
287344247355,fysiklektion,9
616656,pappor,9
596353743827,näringslivet,9
665142527,problemet,9
69741415,påslakan,9
75964522427,smörjmedlet,9
315221771,handfasta,9
61628525,parfymen,9
14152535325,blandningen,9
6977,rätt,9
31625,haren,9
367114122,grubblade,9
215527,dammet,9
372617387,iterativt,9
21717767477625,datastrukturen,9
7263245664122,seriekopplade,9
324331772,heligaste,9
77241,stela,9
18757717341,cytostatika,9
2962397,föregås,9
33771,gissa,9
54416327,oklarhet,9
47424477,juleljus,9
6177261,passera,9
76627122,spretade,9
287726,dyster,9
61555651,pannorna,9
732261,siffra,9
62675543325,personligen,9
697729623312,rättfärdigad,9
2325,egen,9
296816,förvar,9
771427,staket,9
615256,pandor,9
3544722617,inkluderas,9
1352535325,bindningen,9
6263523747,periodiskt,9
697,rät,9
296397,förgås,9
75639325,sophögen,9
62242472617,reflekterat,9
128371,bevisa,9
61215555726,radannonser,9
134226,bilder,9
7532337,smidigt,9
269522,drömde,9
7772325573817355,studiemotivation,9
623357,regims,9
2531326122,engagerade,9
252,ene,9
6166567261,rapportera,9
59422,nöjde,9
6651257,procent,9
69172,påbud,9
28147261,evaluera,9
325514894416,hemmakvällar,9
635516,rimmar,9
5222683441,offervilja,9
227789662,dessvärre,9
6153562535325,rangordningen,9
12837122,bevisade,9
514247381,objektiva,9
77723235256517355,studieinformation,9
1341356,bilagor,9
6567435,porslin,9
751741,smaska,9
621437261,realisera,9
257,dos,9
61232,radie,9
5914657141225,näckrosbladen,9
51424756325726353,objektorientering,9
696241522,påpekande,9
5127477715327,obeslutsamhet,9
522616,offrar,9
75916,snöar,9
66522777674957726,professurtjänster,9
59756,näsor,9
7522,sned,9
1316516,charmar,9
2774,fusk,9
3152247393745415,handelshögskolan,9
7567755279555353,soptunnetömmning,9
7768417,strykas,9
75146658,smakprov,9
29627794453531651,föreställningarna,9
1567793,bortsåg,9
45951,knäna,9
345622,gjorde,9
626755575526,personnummer,9
29215227,dödandet,9
296152433122,förandligade,9
547726,njuter,9
7724512,stelnad,9
15771274926,bostadsköer,9
369572544,gränsfolk,9
36173713442772651,gratisbiljetterna,9
26114,drack,9
67515,puman,9
779217,städat,9
763614,spiral,9
623246977,regelrätt,9
7582753531651,snyftningarna,9
7584277535525,sovjetunionen,9
234717565,diktatorn,9
69769531522,påträngande,9
77814251,styckena,9
4541357,kolchos,9
747561,slumra,9
35773777355257,institutionens,9
615756,ramsor,9
2951522,dömande,9
698371,påvisa,9
223,deg,9
352727,godset,9
2526335,energin,9
6224247261522,reflekterande,9
2486,flyr,9
692715,räfsan,9
726831225327,serviceenhet,9
21557731,dammsuga,9
69147,räckt,9
71582641,samverka,9
714,sal,9
71426,saker,9
14727,bjuds,9
7154177,samlats,9
746382472,skrivelse,9
131561352,champagne,9
771772164331,statsfarliga,9
72577143727,sensualitet,9
68331,rygga,9
196417,börjas,9
72341,segla,9
71551574353617,sammanslingrat,9
361557717257,grannstatens,9
69777665754544,rättsprotokoll,9
745,sko,9
3618474425,gravkullen,9
296245577,förekomst,9
7158264157256526,samverkansformer,9
55522651,omoderna,9
2455553747,ekonomiskt,9
7454331,skojiga,9
7437717,skissat,9
296218331,förebygga,9
37269356,it-frågor,9
35895226,invänder,9
73344353,shilling,9
687526,rytmer,9
3663717355,irritation,9
74695517,skrämmas,9
72683122754735526,servicefunktioner,9
23747726177,diskuterats,9
69615,röran,9
29624975353,föreläsning,9
215716,dansar,9
19726,böter,9
7563257,sorgens,9
56325726353,orientering,9
695,rån,9
565433,orolig,9
77635556,strimmor,9
747795215,slutändan,9
2785651,duvorna,9
695716,räntar,9
152177,bofast,9
562351632,ordinarie,9
61571674577,pansarskott,9
2325743325,egentligen,9
7567,sort,9
21711777,databuss,9
12445215,cellofan,9
7251,sena,9
69453531651,räkningarna,9
5779621,ostörda,9
56332,orgie,9
23257355331,egensinniga,9
56735375,optimism,9
232574337,egentligt,9
5434327,olikhet,9
5815,ovan,9
5569227,området,9
21717624,dataspel,9
14978167,blåsvart,9
1541277952,bokbestånd,9
714433,saklig,9
136477564277265,cirkusorkestern,9
29517,dömas,9
656655777952162,porrmotståndare,9
712726,safter,9
3581226122,invaderade,9
557563,omsorg,9
18337,byggt,9
766953284421,sprängfyllda,9
72475225,sekunden,9
728967826471532725,sexårsverksamheten,9
12653725,cerniten,9
7695227,spändes,9
715562512,samordnad,9
14324122,blidkade,9
715394478272574164331,samhällsvetenskapliga,9
69227,rådet,9
7494813536123,självbiografi,9
35856122,inympade,9
29626941,fördröja,9
571555434,osannolik,9
743726,skiter,9
715435325,samlingen,9
697777185353778772527,rättstavningssystemet,9
21711371651,databitarna,9
19425,bålen,9
71529677952,samförstånd,9
126537,cernit,9
6945177,räknats,9
767182651,squawerna,9
54814433,olycklig,9
141225,bladen,9
455643126122,komplicerade,9
6955962162,rånmördare,9
69148322,räckvidd,9
12653714514,cernitblock,9
21661522,darrande,9
771816,stavar,9
6941,röka,9
723616,segrar,9
7151152,samband,9
71539447827257416,samhällsvetenskap,9
697733327,rättighet,9
73222645475526,sifferkolumner,9
7322656,siffror,9
7669537,sprängs,9
1376922,biträde,9
7696,spår,9
77173773741,statistiska,9
717753531651,satsningarna,9
12226769,cederträ,9
14381522,blivande,9
1315725,chansen,9
135553142962245353,binomialfördelning,9
71551513751,sammanbitna,9
74168331,slarviga,9
77177232574337,statsfientligt,9
7712327,stadiet,9
713251952635316,schemaändringar,9
13641,cirka,9
7717355,station,9
137761,bittra,9
715277615225,sandstranden,9
7155543432775545,sannolikhetsmoln,9
7157147726163,samtalsterapi,9
771771322,statschef,9
77114624162,stackpekare,9
71551571771,sammansatta,9
7173723261,satisfiera,9
71551576922,sammanträde,9
1494416,bjälkar,9
7694434,spöklik,9
7715517,stannat,9
132271272145353,chefsbeteckning,9
196416,börjar,9
724627261636766257,sekreterargruppens,9
713251,schema,9
694122,råkade,9
1377267,bittert,9
771225,staden,9
136424,cirkel,9
7716767547,startpunkt,9
715714,samtal,9
74344512,skillnad,9
7457749661,skottkärra,9
73351426,signaler,9
741569425,skampålen,9
7415316,slangar,9
7469669725,skräppåsen,9
1694122,bråkade,9
74635,skrin,9
35769531522,inträngande,9
742222,skedde,9
746914354131522,skräckinjagande,9
356516,gormar,9
69239633,rödhårig,9
7432776,skidtur,9
1961,bära,9
16877,brytt,9
7495327,skönhet,9
21554565,dammkorn,9
1692657725,brödrosten,9
3661522,irrande,9
29526,dömer,9
74953,sjöng,9
6957325649716,röntgenplåtar,9
5442,olle,9
7495417,skönjas,9
714512,saknad,9
28963,dvärg,9
1692,bråd,9
213732,dagtid,9
74548264277,skolverkets,9
7469142345,skräckfilm,9
16923962,brädgård,9
21478426,daktyler,9
74696456325,skräpkorgen,9
21446353,dallring,9
749547,skänkt,9
7496,skåp,9
7122,sade,9
7495517,skämmas,9
172327261,budgetera,9
74696122,skräpade,9
7495,skön,9
74841,skyla,9
7474517,sjuknat,9
749515,sjöman,9
748571,skymta,9
749485353,skälvning,9
7414725,slakten,9
747442,skulle,9
172,bud,9
7495472,skänkte,9
1675525,brunnen,9
171124,bubbel,9
1777532,busunge,9
1695517,brännas,9
74137,slags,9
7495716,skämtar,9
74347,skikt,9
74157,slant,9
74961,skära,9
7475326,sjunger,9
7495741,skånska,9
746964332,skröplige,9
7415325,slangen,9
1876814162,avtryckare,9
746381522,skrivande,9
749622769741,skördetröska,9
747561,skumpa,9
74632772632,skriftserie,9
7454416,skolkar,9
16741227,brukades,9
168747,bryskt,9
16772,bruse,9
7353741637,singularis,9
7463853537128145353,skrivningsbevakning,9
7484233327,skyldighet,9
747425525,sjukdomen,9
74947826471532725,själsverksamheten,9
1777,buss,9
745682651,skorverna,9
24838142571,ekvivalenta,9
1757,bunt,9
74141,skaka,9
7437726,skisser,9
2144635325,dallringen,9
17232745553775,budgetkommittén,9
74678122,skruvade,9
1773426,butiker,9
745418694617,skolbyråkrat,9
57114715327,otacksamhet,9
7437161,skitbra,9
7351,sina,9
361551651,grannarna,9
715394475625353,samhällsordning,9
7474377,sjukhus,9
59646277,mörkrets,9
6947,röjt,9
74161,skara,9
746161,skrapa,9
73552413,sinnelag,9
194535316,böjningar,9
73552774741,sinnessjuka,9
7357426353,simulering,9
186946172651,byråkraterna,9
3614,irak,9
375426122,isolerade,9
17741651,buskarna,9
141541,blanka,9
7469521,skrämda,9
2456674355,ekorrskinn,9
7427132651,sketcherna,9
7377,sitt,9
149456,blöjor,9
7335177625,signaturen,9
357652747355782141,introduktionsvecka,9
3548,golv,9
74371,skita,9
14154743751,blankslitna,9
37732,istid,9
296275517,fördummas,9
579421,osålda,9
29622944,föreföll,9
3582572635325,inventeringen,9
3589522,invände,9
6977,röst,9
1954,bänk,9
7426625,skeppen,9
69425,röken,9
1764,burk,9
73552777955353,sinnesstämning,9
7426737,skepsis,9
7435361,skingra,9
735324,singel,9
36553741,ironiska,9
13161226,charader,9
73771735526,situationer,9
195226517,böndernas,9
6945353,räkning,9
2962392522,föregående,9
37542612,isolerad,9
1833227,byggdes,9
1833428261579625,byggleverantören,9
3582772635316,investeringar,9
13647725,cirkusen,9
7247355,sektion,9
17232726935651,budgetfrågorna,9
23537725,egoisten,9
73772,siste,9
13545326517,biologernas,9
35765274735577713425353,introduktionsutbildning,9
5782433,otydlig,9
1747657774967245,bukspottskörteln,9
69571,ränta,9
25753612326,fotografier,9
269321177263,frågebatteri,9
2497,flöt,9
46337732,krigstid,9
249664557654425,fjärrkontrollen,9
1853327,avoghet,9
4132616377,lagerbrist,9
4354122,linkade,9
5557261,montera,9
2615395325,framgången,9
455776177,konstpaus,9
552244261,modellera,9
4656616,kroppar,9
555257,moment,9
556516,mornar,9
476725,kursen,9
48355157,kvinnans,9
55778161522,motsvarande,9
257154425,fotbollen,9
48271,lyfta,9
47616,lurar,9
214427,fallet,9
41156175632456632562651,laboratoriekorridorerna,9
4225353,ledning,9
477326,luther,9
41571674775382673727,lantbruksuniversitet,9
47775962162,lustmördare,9
55557557,monotont,9
555536123,monografi,9
243145651,flickorna,9
2615779,framstå,9
4354963537,linköpings,9
113263,bageri,9
5343796,militär,9
4698227,krävdes,9
6711651,pubarna,9
21474727267,fakulteters,9
24283124,flexibel,9
47655326,kuponger,9
417145326,kataloger,9
4226415725,jeepkanten,9
2963572472,förintelse,9
29639441522837,förhållandevis,9
29442162827,följebrevet,9
4814372771236266,kvalitetsbegrepp,9
35248724726341,inflytelserika,9
29625421,fördolda,9
4545,jojo,9
35724433257,intelligent,9
4562,jord,9
354557726,inkomster,9
3526177674776,infrastruktur,9
353731738713162,initiativtagare,9
355625353,inordning,9
456237111651,jordgubbarna,9
3525724,infotek,9
357268144277,intervallets,9
296172,förbud,9
24731,fluga,9
3252614372617,generaliseras,9
24974457427726,fläskkotletter,9
489441522,kväljande,9
214425,fallen,9
49787725,kösystem,9
357244332571,intelligenta,9
547481615,mjukvaran,9
412224566,kaffekopp,9
556355213257,morgondagens,9
3569771522,inrättande,9
3545551,inkomna,9
4735122,lugnade,9
357265,intern,9
35762771571772,intressantaste,9
469534337,krångligt,9
352213,goddag,9
4511331,jobbiga,9
413773275353,lagstiftning,9
457651425,journalen,9
2924337,dödligt,9
41431626353,kalibrering,9
459217,knådas,9
55825126517725,novembernatten,9
35762772612,intresserad,9
5715554341,osannolika,9
3577944535316,inställningar,9
296335261,förhindra,9
357624535316,inspelningar,9
35222247381,ineffektiva,9
29627496,föreslår,9
357277,insett,9
49551,jämna,9
45771651,knutarna,9
2963967626755257,förhörspersonens,9
35714122,intalade,9
2962535316,föreningar,9
354977,inläst,9
353977,ingått,9
4837716,kvistar,9
35249551522,godkännande,9
4557654455738,kontrollmotiv,9
425817,kenyas,9
498417,jävlas,9
26573741,erotiska,9
357154122,insamlade,9
35723626122,integrerade,9
352565173557771872,informationsutbyte,9
455575341735577977,kommunikationssätt,9
4188,jazz,9
3572362617,integrerat,9
4156,kamp,9
355625177,inordnats,9
35248715227,inflytandet,9
45623548,jordgolv,9
35741327,inslaget,9
35321,gnida,9
131571,chansa,9
48981,kväva,9
3148747751,halvslutna,9
71541327,samlaget,9
55977433,omättlig,9
41555496,kanonjär,9
18779,avstå,9
57137,osagt,9
241555651,flammorna,9
44325726517,klienternas,9
24914,fläck,9
79527731456,tändstickor,9
53892651,nivåerna,9
7967725,törsten,9
269577,främst,9
296814753537253272651,förvaltningsenheterna,9
556235,morfin,9
4675247626,krumelurer,9
2961,föra,9
45564281,komplexa,9
291416,däckar,9
3572656283735525,internrevisionen,9
2961977617,förbättrat,9
41,ja,9
2964416122,förklarade,9
35416741,inkapsla,9
3525652441,informella,9
44163961,klargöra,9
29612394474977,förbehållslöst,9
3152422535373571772651,handledningsinsatserna,9
3524957,godkänt,9
29627794422,föreställde,9
76695322,sprängde,9
296126222472651,förberedelserna,9
451133,jobbig,9
771641772,starkaste,9
35762771571,intressanta,9
35396,ingår,9
3539,ingå,9
32525741673492425,gemenskapsglädjen,9
29678384157,förtvivlans,9
274487825,fullvuxen,9
576625776122,ouppfostrade,9
2967712779521,förutbestämda,9
5424,okej,9
6242353627,pekfingret,9
58142462675526,nyckelpersoner,9
36379355,grisögon,9
445727,klotet,9
352325,indien,9
558152417,omvandlas,9
3157261,hantera,9
325557435433,genomskinlig,9
2951,döma,9
154425,bollen,9
77617233,strategi,9
5641,orka,9
6245614,pekoral,9
4544,koll,9
61612617,parafras,9
2882642632651,fyverkerierna,9
41432565325,kalifornien,9
275215257141,fundamentala,9
4542772654896227,kolesterolvärdet,9
23867374,egyptisk,9
3254331,hemliga,9
61772617,passerat,9
6161442441,parallella,9
354816925651,golvbrädorna,9
57771412,outtalad,9
416615,kappan,9
296,för,9
57241651,nudlarna,9
26247261,erektera,9
455515257776814,kommandouttryck,9
5314122,nickade,9
2864157331,fyrkantiga,9
455776122,knottrade,9
435226,kinder,9
3952,gömd,9
4271376241741,ketchupflaska,9
41535,kanin,9
357268144369572651,intervallgränserna,9
3744337,gulligt,9
4415325,klangen,9
5441632726,oklarheter,9
3755351771,gummimatta,9
29777,fötts,9
449258656,klädnypor,9
3254333272651,hemligheterna,9
45166177,knappast,9
36976168,gråsparv,9
4152656,kameror,9
3522417,indelat,9
314122,hajade,9
3697443661625,gräsklipparen,9
7543216374,solidarisk,9
36971522,gråtande,9
414252265,kalendern,9
417726122,kasserade,9
35212755,godafton,9
6775651,rutorna,9
443669,klippö,9
4527248257,kodsekvens,9
29217,födas,9
35697716,inrättar,9
29683775,förvisso,9
437716,kissar,9
35526893316,innerväggar,9
37451522,gulnande,9
369769772651,gräsrötterna,9
4553741,komiska,9
3727785,gudssyn,9
45531651,knogarna,9
451667,knappt,9
44921,klåda,9
34957,glänt,9
4496,klär,9
7685651,spyorna,9
365831446353,grovgallring,9
5964516,mörknar,9
2961492,förbjöd,9
296115524726,förbannelser,9
314425,hallen,9
296741,färska,9
31654971,harmlösa,9
36985526,gråzoner,9
39797152277,gåsätandets,9
4416122,klarade,9
29224725,födelsen,9
2927245,födseln,9
4454294425,kjolfållen,9
2968147535325,förvaltningen,9
29617,föras,9
2921,föda,9
732522224726,sidoeffekter,9
29677797753531651,förutsättningarna,9
7732716,stiftar,9
697756,råttor,9
4432572651,klienterna,9
361111,grabba,9
442717,kletat,9
415516,kammar,9
3135,gagn,9
317733162,hastigare,9
314828141,halvdvala,9
641771571427,platsantalet,9
296895717,förväntas,9
376616,guppar,9
415743,kansli,9
31485651,halvorna,9
43774122,kittlade,9
369777695,grässtrån,9
7522643331522,underliggande,9
3577674735526,instruktioner,9
754522395316,solnedgångar,9
15234,bodil,9
72632656725,serieporten,9
335,gin,9
35377427,gnisslet,9
77251651,stenarna,9
31527,hands,9
24817355,ekvation,9
441616,klarar,9
2873747,fysiskt,9
341782647712,glasverkstad,9
56212315243537256517,ordbehandlingsformat,9
142451,blekna,9
31681,harva,9
7734432725,stillheten,9
262162532726,erfarenheter,9
36267,greps,9
2922472213741417,födelsedagskalas,9
773425,stilen,9
4179,jaså,9
3695162,grönare,9
44313,kliché,9
4746771325,julruschen,9
313516,gagnar,9
397725674162,gästforskare,9
615225,randen,9
35766771625,insprutaren,9
24577,flott,9
43416,kilar,9
43,kg,9
257536123741,fotografiska,9
2969426122,föråldrade,9
4877727,kysstes,9
353257353,ingenting,9
248771,flytta,9
4377416,kittlar,9
66536277383727,progressivitet,9
4735162,lugnare,9
437726177649326,litteraturläger,9
49331,lägga,9
18741221,avskaffa,9
75226721451,underteckna,9
7532296,ungefär,9
487751522,lyssnande,9
24314575,flickmun,9
